"STATE","HUC12"
"Illinois","070600050404"
"Iowa","070600050405"
"Iowa","070600050406"
"Illinois","070600050406"
"Illinois","070600050501"
"Illinois","070600050502"
"Wisconsin","070600050502"
"Illinois","070600050503"
"Wisconsin","070600050503"
"Illinois","070600050504"
"Illinois","070600050601"
"Illinois","070600050602"
"Illinois","070600050603"
"Illinois","070600050604"
"Illinois","070600050605"
"Illinois","070600050701"
"Illinois","070600050702"
"Illinois","070600050703"
"Illinois","070600050801"
"Illinois","070600050802"
"Illinois","070600050901"
"Illinois","070600050902"
"Illinois","070600051001"
"Illinois","070600051002"
"Illinois","070600051003"
"Illinois","070600051004"
"Iowa","070600051101"
"Iowa","070600051102"
"Iowa","070600051201"
"Illinois","070600051201"
"Iowa","070600051202"
"Illinois","070600051202"
"Iowa","070600051203"
"Illinois","070600051203"
"Iowa","070600060101"
"Iowa","070600060102"
"Iowa","070600060103"
"Iowa","070600060201"
"Iowa","070600060202"
"Iowa","070600060203"
"Iowa","070600060204"
"Iowa","070600060205"
"Iowa","070600060206"
"Iowa","070600060207"
"Iowa","070600060208"
"Iowa","070600060209"
"Iowa","070600060210"
"Iowa","070600060301"
"Iowa","070600060302"
"Iowa","070600060303"
"Iowa","070600060401"
"Iowa","070600060402"
"Iowa","070600060403"
"Iowa","070600060404"
"Iowa","070600060405"
"Iowa","070600060406"
"Iowa","070600060407"
"Iowa","070600060408"
"Iowa","070600060409"
"Iowa","070600060410"
"Iowa","070600060501"
"Iowa","070600060502"
"Iowa","070600060503"
"Iowa","070600060601"
"Iowa","070600060602"
"Iowa","070600060603"
"Iowa","070600060604"
"Iowa","070600060605"
"Iowa","070600060606"
"Iowa","070600060701"
"Iowa","070600060702"
"Iowa","070600060703"
"Iowa","070600060704"
"Iowa","070600060705"
"Iowa","070600060706"
"Iowa","070600060801"
"Iowa","070600060802"
"Iowa","070600060803"
"Iowa","070600060804"
"Iowa","070600060901"
"Iowa","070600060902"
"Iowa","070600060903"
"Iowa","070600060904"
"Iowa","070600061001"
"Iowa","070600061002"
"Iowa","070600061003"
"Iowa","070600061004"
"Iowa","070600061005"
"Iowa","070600061006"
"Iowa","070600061007"
"Wisconsin","070700010101"
"Michigan","070700010101"
"Wisconsin","070700010102"
"Wisconsin","070700010103"
"Wisconsin","070700010104"
"Wisconsin","070700010201"
"Wisconsin","070700010202"
"Wisconsin","070700010203"
"Wisconsin","070700010204"
"Wisconsin","070700010205"
"Wisconsin","070700010206"
"Wisconsin","070700010301"
"Michigan","070700010301"
"Wisconsin","070700010302"
"Michigan","070700010302"
"Wisconsin","070700010303"
"Wisconsin","070700010304"
"Wisconsin","070700010305"
"Michigan","070700010305"
"Wisconsin","070700010306"
"Wisconsin","070700010307"
"Wisconsin","070700010308"
"Wisconsin","070700010401"
"Wisconsin","070700010402"
"Wisconsin","070700010403"
"Wisconsin","070700010404"
"Wisconsin","070700010501"
"Wisconsin","070700010502"
"Wisconsin","070700010503"
"Wisconsin","070700010601"
"Wisconsin","070700010602"
"Wisconsin","070700010603"
"Wisconsin","070700010701"
"Wisconsin","070700010702"
"Wisconsin","070700010703"
"Wisconsin","070700010704"
"Wisconsin","070700010705"
"Wisconsin","070700010706"
"Wisconsin","070700010707"
"Wisconsin","070700010708"
"Wisconsin","070700010801"
"Wisconsin","070700010802"
"Wisconsin","070700010803"
"Wisconsin","070700010804"
"Wisconsin","070700010805"
"Wisconsin","070700010806"
"Wisconsin","070700010901"
"Wisconsin","070700010902"
"Wisconsin","070700010903"
"Wisconsin","070700010904"
"Wisconsin","070700010905"
"Wisconsin","070700010906"
"Wisconsin","070700010907"
"Wisconsin","070700011001"
"Wisconsin","070700011002"
"Wisconsin","070700011003"
"Wisconsin","070700011004"
"Wisconsin","070700011101"
"Wisconsin","070700011102"
"Wisconsin","070700011103"
"Wisconsin","070700011104"
"Wisconsin","070700011105"
"Wisconsin","070700011201"
"Wisconsin","070700011202"
"Wisconsin","070700011203"
"Wisconsin","070700011204"
"Wisconsin","070700011301"
"Wisconsin","070700011302"
"Wisconsin","070700011303"
"Wisconsin","070700011304"
"Wisconsin","070700011305"
"Wisconsin","070700011306"
"Wisconsin","070700020101"
"Wisconsin","070700020102"
"Wisconsin","070700020201"
"Wisconsin","070700020202"
"Wisconsin","070700020203"
"Wisconsin","070700020301"
"Wisconsin","070700020302"
"Wisconsin","070700020303"
"Wisconsin","070700020304"
"Wisconsin","070700020305"
"Wisconsin","070700020306"
"Wisconsin","070700020401"
"Wisconsin","070700020402"
"Wisconsin","070700020403"
"Wisconsin","070700020404"
"Wisconsin","070700020501"
"Wisconsin","070700020502"
"Wisconsin","070700020503"
"Wisconsin","070700020504"
"Wisconsin","070700020601"
"Wisconsin","070700020602"
"Wisconsin","070700020701"
"Wisconsin","070700020702"
"Wisconsin","070700020801"
"Wisconsin","070700020802"
"Wisconsin","070700020803"
"Wisconsin","070700020804"
"Wisconsin","070700020805"
"Wisconsin","070700020806"
"Wisconsin","070700020901"
"Wisconsin","070700020902"
"Wisconsin","070700021001"
"Wisconsin","070700021002"
"Wisconsin","070700021003"
"Wisconsin","070700021101"
"Wisconsin","070700021102"
"Wisconsin","070700021103"
"Wisconsin","070700021201"
"Wisconsin","070700021202"
"Wisconsin","070700021203"
"Wisconsin","070700021204"
"Wisconsin","070700021205"
"Wisconsin","070700021301"
"Wisconsin","070700021302"
"Wisconsin","070700021303"
"Wisconsin","070700021304"
"Wisconsin","070700021401"
"Wisconsin","070700021402"
"Wisconsin","070700021403"
"Wisconsin","070700021501"
"Wisconsin","070700021502"
"Wisconsin","070700021503"
"Wisconsin","070700021504"
"Wisconsin","070700021505"
"Wisconsin","070700021506"
"Wisconsin","070700021507"
"Wisconsin","070700021601"
"Wisconsin","070700021602"
"Wisconsin","070700021603"
"Wisconsin","070700021604"
"Wisconsin","070700021701"
"Wisconsin","070700021702"
"Wisconsin","070700021703"
"Wisconsin","070700021704"
"Wisconsin","070700021705"
"Wisconsin","070700021706"
"Wisconsin","070700021707"
"Wisconsin","070700021801"
"Wisconsin","070700021802"
"Wisconsin","070700021803"
"Wisconsin","070700021804"
"Wisconsin","070700021805"
"Wisconsin","070700021806"
"Wisconsin","070700021807"
"Wisconsin","070700030101"
"Wisconsin","070700030102"
"Wisconsin","070700030103"
"Wisconsin","070700030104"
"Wisconsin","070700030201"
"Wisconsin","070700030202"
"Wisconsin","070700030203"
"Wisconsin","070700030204"
"Wisconsin","070700030301"
"Wisconsin","070700030302"
"Wisconsin","070700030303"
"Wisconsin","070700030304"
"Wisconsin","070700030305"
"Wisconsin","070700030306"
"Wisconsin","070700030401"
"Wisconsin","070700030402"
"Wisconsin","070700030403"
"Wisconsin","070700030501"
"Wisconsin","070700030502"
"Wisconsin","070700030503"
"Wisconsin","070700030504"
"Wisconsin","070700030601"
"Wisconsin","070700030602"
"Wisconsin","070700030603"
"Wisconsin","070700030701"
"Wisconsin","070700030702"
"Wisconsin","070700030703"
"Wisconsin","070700030704"
"Wisconsin","070700030705"
"Wisconsin","070700030801"
"Wisconsin","070700030802"
"Wisconsin","070700030803"
"Wisconsin","070700030804"
"Wisconsin","070700030901"
"Wisconsin","070700030902"
"Wisconsin","070700030903"
"Wisconsin","070700030904"
"Wisconsin","070700031001"
"Wisconsin","070700031002"
"Wisconsin","070700031003"
"Wisconsin","070700031004"
"Wisconsin","070700031005"
"Wisconsin","070700031101"
"Wisconsin","070700031102"
"Wisconsin","070700031103"
"Wisconsin","070700031104"
"Wisconsin","070700031105"
"Wisconsin","070700031106"
"Wisconsin","070700031201"
"Wisconsin","070700031202"
"Wisconsin","070700031301"
"Wisconsin","070700031401"
"Wisconsin","070700031402"
"Wisconsin","070700031501"
"Wisconsin","070700031502"
"Wisconsin","070700031503"
"Wisconsin","070700031504"
"Wisconsin","070700031505"
"Wisconsin","070700031506"
"Wisconsin","070700031507"
"Wisconsin","070700031508"
"Wisconsin","070700031601"
"Wisconsin","070700031602"
"Wisconsin","070700031603"
"Wisconsin","070700031604"
"Wisconsin","070700031605"
"Wisconsin","070700031701"
"Wisconsin","070700031702"
"Wisconsin","070700031703"
"Wisconsin","070700031704"
"Wisconsin","070700031801"
"Wisconsin","070700031802"
"Wisconsin","070700031803"
"Wisconsin","070700031804"
"Wisconsin","070700031805"
"Wisconsin","070700031806"
"Wisconsin","070700031807"
"Wisconsin","070700031808"
"Wisconsin","070700031809"
"Wisconsin","070700031901"
"Wisconsin","070700031902"
"Wisconsin","070700031903"
"Wisconsin","070700031904"
"Wisconsin","070700031905"
"Wisconsin","070700031906"
"Wisconsin","070700031907"
"Wisconsin","070700031908"
"Wisconsin","070700040101"
"Wisconsin","070700040102"
"Wisconsin","070700040103"
"Wisconsin","070700040104"
"Wisconsin","070700040105"
"Wisconsin","070700040106"
"Wisconsin","070700040107"
"Wisconsin","070700040108"
"Wisconsin","070700040201"
"Wisconsin","070700040202"
"Wisconsin","070700040203"
"Wisconsin","070700040204"
"Wisconsin","070700040205"
"Wisconsin","070700040206"
"Wisconsin","070700040207"
"Wisconsin","070700040301"
"Wisconsin","070700040302"
"Wisconsin","070700040303"
"Wisconsin","070700040304"
"Wisconsin","070700040305"
"Wisconsin","070700040401"
"Wisconsin","070700040402"
"Wisconsin","070700040403"
"Wisconsin","070700040404"
"Wisconsin","070700040405"
"Wisconsin","070700040406"
"Wisconsin","070700050101"
"Wisconsin","070700050102"
"Wisconsin","070700050103"
"Wisconsin","070700050104"
"Wisconsin","070700050105"
"Wisconsin","070700050201"
"Wisconsin","070700050202"
"Wisconsin","070700050203"
"Wisconsin","070700050204"
"Wisconsin","070700050205"
"Wisconsin","070700050206"
"Wisconsin","070700050301"
"Wisconsin","070700050302"
"Wisconsin","070700050303"
"Wisconsin","070700050401"
"Wisconsin","070700050402"
"Wisconsin","070700050403"
"Wisconsin","070700050404"
"Wisconsin","070700050405"
"Wisconsin","070700050501"
"Wisconsin","070700050502"
"Wisconsin","070700050503"
"Wisconsin","070700050504"
"Wisconsin","070700050601"
"Wisconsin","070700050602"
"Wisconsin","070700050603"
"Wisconsin","070700050701"
"Wisconsin","070700050702"
"Wisconsin","070700050703"
"Wisconsin","070700050704"
"Wisconsin","070700050705"
"Wisconsin","070700050801"
"Wisconsin","070700050802"
"Wisconsin","070700050803"
"Wisconsin","070700050804"
"Wisconsin","070700050901"
"Wisconsin","070700050902"
"Wisconsin","070700050903"
"Wisconsin","070700051001"
"Wisconsin","070700051002"
"Wisconsin","070700051003"
"Wisconsin","070700051101"
"Wisconsin","070700051102"
"Wisconsin","070700051103"
"Wisconsin","070700051104"
"Wisconsin","070700051105"
"Wisconsin","070700051106"
"Wisconsin","070700051107"
"Wisconsin","070700051108"
"Wisconsin","070700051201"
"Wisconsin","070700051202"
"Wisconsin","070700051203"
"Wisconsin","070700051204"
"Wisconsin","070700051205"
"Wisconsin","070700051206"
"Wisconsin","070700051207"
"Wisconsin","070700051301"
"Wisconsin","070700051302"
"Wisconsin","070700051303"
"Wisconsin","070700051401"
"Wisconsin","070700051402"
"Wisconsin","070700051403"
"Wisconsin","070700051404"
"Wisconsin","070700051405"
"Wisconsin","070700051406"
"Wisconsin","070700051407"
"Wisconsin","070700051501"
"Wisconsin","070700051502"
"Wisconsin","070700051503"
"Wisconsin","070700051504"
"Wisconsin","070700051601"
"Wisconsin","070700051602"
"Wisconsin","070700051603"
"Wisconsin","070700051701"
"Wisconsin","070700051702"
"Wisconsin","070700051703"
"Wisconsin","070700051704"
"Wisconsin","070700051705"
"Wisconsin","070700051706"
"Wisconsin","070700051707"
"Wisconsin","070700051801"
"Wisconsin","070700051802"
"Wisconsin","070700051803"
"Iowa","070700051804"
"Wisconsin","070700051804"
"Wisconsin","070700060101"
"Wisconsin","070700060102"
"Wisconsin","070700060103"
"Wisconsin","070700060104"
"Wisconsin","070700060201"
"Wisconsin","070700060202"
"Wisconsin","070700060203"
"Wisconsin","070700060204"
"Wisconsin","070700060205"
"Wisconsin","070700060301"
"Wisconsin","070700060302"
"Wisconsin","070700060303"
"Wisconsin","070700060304"
"Wisconsin","070700060305"
"Wisconsin","070700060306"
"Wisconsin","070700060307"
"Wisconsin","070700060308"
"Wisconsin","070700060309"
"Wisconsin","070700060310"
"Wisconsin","070700060401"
"Wisconsin","070700060402"
"Wisconsin","070700060403"
"Wisconsin","070700060404"
"Wisconsin","070700060501"
"Wisconsin","070700060502"
"Wisconsin","070700060503"
"Wisconsin","070700060504"
"Wisconsin","070700060505"
"Wisconsin","070700060506"
"Wisconsin","070700060507"
"Illinois","070801010101"
"Illinois","070801010102"
"Illinois","070801010201"
"Iowa","070801010202"
"Illinois","070801010203"
"Iowa","070801010204"
"Illinois","070801010204"
"Iowa","070801010301"
"Iowa","070801010302"
"Iowa","070801010401"
"Iowa","070801010402"
"Illinois","070801010402"
"Iowa","070801010403"
"Iowa","070801010404"
"Illinois","070801010404"
"Iowa","070801010405"
"Iowa","070801010406"
"Illinois","070801010406"
"Illinois","070801010501"
"Illinois","070801010502"
"Iowa","070801010601"
"Illinois","070801010601"
"Iowa","070801010602"
"Iowa","070801010603"
"Illinois","070801010603"
"Iowa","070801010604"
"Iowa","070801010605"
"Illinois","070801010605"
"Iowa","070801010701"
"Iowa","070801010702"
"Illinois","070801010703"
"Illinois","070801010704"
"Iowa","070801010705"
"Illinois","070801010705"
"Iowa","070801020101"
"Iowa","070801020102"
"Iowa","070801020103"
"Iowa","070801020201"
"Minnesota","070801020201"
"Iowa","070801020202"
"Iowa","070801020203"
"Iowa","070801020204"
"Iowa","070801020301"
"Iowa","070801020302"
"Iowa","070801020303"
"Iowa","070801020401"
"Iowa","070801020402"
"Iowa","070801020403"
"Iowa","070801020501"
"Iowa","070801020502"
"Iowa","070801020503"
"Iowa","070801020504"
"Iowa","070801020505"
"Iowa","070801020601"
"Iowa","070801020602"
"Iowa","070801020603"
"Iowa","070801020604"
"Iowa","070801020701"
"Iowa","070801020702"
"Iowa","070801020703"
"Iowa","070801020704"
"Iowa","070801020801"
"Iowa","070801020802"
"Iowa","070801020803"
"Iowa","070801020804"
"Iowa","070801020805"
"Iowa","070801020806"
"Iowa","070801020901"
"Iowa","070801020902"
"Iowa","070801020903"
"Iowa","070801020904"
"Iowa","070801020905"
"Iowa","070801020906"
"Iowa","070801021001"
"Iowa","070801021002"
"Iowa","070801021003"
"Iowa","070801030101"
"Iowa","070801030102"
"Iowa","070801030103"
"Iowa","070801030104"
"Iowa","070801030201"
"Iowa","070801030202"
"Iowa","070801030203"
"Iowa","070801030301"
"Iowa","070801030302"
"Iowa","070801030303"
"Iowa","070801030401"
"Iowa","070801030402"
"Iowa","070801030403"
"Iowa","070801030404"
"Iowa","070801030405"
"Iowa","070801030406"
"Iowa","070801030407"
"Iowa","070801030408"
"Iowa","070801030409"
"Iowa","070801030501"
"Iowa","070801030502"
"Iowa","070801030601"
"Iowa","070801030602"
"Iowa","070801030603"
"Iowa","070801030604"
"Iowa","070801030605"
"Iowa","070801030606"
"Iowa","070801030607"
"Illinois","070801040101"
"Illinois","070801040102"
"Illinois","070801040201"
"Illinois","070801040202"
"Illinois","070801040301"
"Illinois","070801040302"
"Illinois","070801040401"
"Illinois","070801040402"
"Illinois","070801040403"
"Illinois","070801040404"
"Illinois","070801040405"
"Illinois","070801040501"
"Illinois","070801040502"
"Illinois","070801040503"
"Illinois","070801040504"
"Illinois","070801040505"
"Iowa","070801040601"
"Iowa","070801040602"
"Iowa","070801040603"
"Illinois","070801040603"
"Illinois","070801040701"
"Illinois","070801040702"
"Illinois","070801040801"
"Illinois","070801040802"
"Illinois","070801040803"
"Illinois","070801040901"
"Illinois","070801040902"
"Illinois","070801040903"
"Illinois","070801041001"
"Illinois","070801041002"
"Illinois","070801041003"
"Illinois","070801041004"
"Illinois","070801041005"
"Illinois","070801041006"
"Illinois","070801041007"
"Iowa","070801041101"
"Iowa","070801041102"
"Iowa","070801041103"
"Illinois","070801041103"
"Iowa","070801041201"
"Iowa","070801041202"
"Iowa","070801041203"
"Iowa","070801041204"
"Illinois","070801041301"
"Illinois","070801041302"
"Illinois","070801041401"
"Illinois","070801041402"
"Illinois","070801041501"
"Iowa","070801041502"
"Illinois","070801041502"
"Iowa","070801041503"
"Iowa","070801041504"
"Iowa","070801041505"
"Illinois","070801041505"
"Iowa","070801041601"
"Iowa","070801041602"
"Iowa","070801041603"
"Iowa","070801041604"
"Iowa","070801041605"
"Illinois","070801041701"
"Illinois","070801041702"
"Iowa","070801041703"
"Iowa","070801041704"
"Illinois","070801041704"
"Iowa","070801041705"
"Illinois","070801041705"
"Illinois","070801041801"
"Iowa","070801041802"
"Illinois","070801041802"
"Illinois","070801041803"
"Illinois","070801041804"
"Iowa","070801041805"
"Illinois","070801041805"
"Iowa","070801041806"
"Illinois","070801041806"
"Missouri","070801041806"
"Iowa","070801050101"
"Iowa","070801050102"
"Iowa","070801050201"
"Iowa","070801050202"
"Iowa","070801050301"
"Iowa","070801050302"
"Iowa","070801050303"
"Iowa","070801050304"
"Iowa","070801050305"
"Iowa","070801050306"
"Iowa","070801050307"
"Iowa","070801050401"
"Iowa","070801050402"
"Iowa","070801050403"
"Iowa","070801050404"
"Iowa","070801050405"
"Iowa","070801050406"
"Iowa","070801050501"
"Iowa","070801050502"
"Iowa","070801050601"
"Iowa","070801050602"
"Iowa","070801050603"
"Iowa","070801050604"
"Iowa","070801050701"
"Iowa","070801050702"
"Iowa","070801050801"
"Iowa","070801050802"
"Iowa","070801050803"
"Iowa","070801050804"
"Iowa","070801050805"
"Iowa","070801050901"
"Iowa","070801050902"
"Iowa","070801050903"
"Iowa","070801050904"
"Iowa","070801050905"
"Iowa","070801050906"
"Iowa","070801050907"
"Iowa","070801050908"
"Iowa","070801051001"
"Iowa","070801051002"
"Iowa","070801051101"
"Iowa","070801051102"
"Iowa","070801051103"
"Iowa","070801051104"
"Iowa","070801051105"
"Iowa","070801051106"
"Iowa","070801051201"
"Iowa","070801051202"
"Iowa","070801051203"
"Iowa","070801051204"
"Iowa","070801051205"
"Iowa","070801051206"
"Iowa","070801051207"
"Iowa","070801051208"
"Iowa","070801060101"
"Iowa","070801060102"
"Iowa","070801060103"
"Iowa","070801060104"
"Iowa","070801060105"
"Iowa","070801060201"
"Iowa","070801060202"
"Iowa","070801060203"
"Iowa","070801060204"
"Iowa","070801060205"
"Iowa","070801060206"
"Iowa","070801060301"
"Iowa","070801060302"
"Iowa","070801060401"
"Iowa","070801060402"
"Iowa","070801060403"
"Iowa","070801060404"
"Iowa","070801060501"
"Iowa","070801060502"
"Iowa","070801060503"
"Iowa","070801060601"
"Iowa","070801060602"
"Iowa","070801060603"
"Iowa","070801060604"
"Iowa","070801070101"
"Iowa","070801070102"
"Iowa","070801070103"
"Iowa","070801070201"
"Iowa","070801070202"
"Iowa","070801070203"
"Iowa","070801070204"
"Iowa","070801070205"
"Iowa","070801070206"
"Iowa","070801070301"
"Iowa","070801070302"
"Iowa","070801070303"
"Iowa","070801070304"
"Iowa","070801070305"
"Iowa","070801070306"
"Iowa","070801070307"
"Iowa","070801070401"
"Iowa","070801070402"
"Iowa","070801070403"
"Iowa","070801070404"
"Iowa","070801070501"
"Iowa","070801070502"
"Iowa","070801070601"
"Iowa","070801070602"
"Iowa","070801070603"
"Iowa","070801070604"
"Iowa","070801070701"
"Iowa","070801070702"
"Iowa","070801070703"
"Iowa","070801070704"
"Iowa","070801070705"
"Iowa","070801070706"
"Iowa","070801070707"
"Iowa","070801070708"
"Iowa","070801070709"
"Iowa","070801070710"
"Iowa","070801070801"
"Iowa","070801070802"
"Iowa","070801070803"
"Iowa","070801070804"
"Iowa","070801070805"
"Iowa","070801070901"
"Iowa","070801070902"
"Iowa","070801070903"
"Iowa","070801070904"
"Iowa","070801070905"
"Iowa","070801071001"
"Iowa","070801071002"
"Iowa","070801071003"
"Iowa","070801071004"
"Iowa","070801071005"
"Iowa","070801071006"
"Minnesota","070802010101"
"Minnesota","070802010102"
"Minnesota","070802010103"
"Minnesota","070802010104"
"Minnesota","070802010201"
"Minnesota","070802010202"
"Minnesota","070802010203"
"Minnesota","070802010204"
"Minnesota","070802010205"
"Minnesota","070802010206"
"Minnesota","070802010301"
"Minnesota","070802010302"
"Iowa","070802010401"
"Iowa","070802010402"
"Minnesota","070802010402"
"Iowa","070802010403"
"Minnesota","070802010501"
"Minnesota","070802010502"
"Iowa","070802010503"
"Minnesota","070802010503"
"Iowa","070802010504"
"Minnesota","070802010504"
"Iowa","070802010505"
"Minnesota","070802010505"
"Iowa","070802010601"
"Iowa","070802010602"
"Iowa","070802010603"
"Iowa","070802010604"
"Iowa","070802010605"
"Minnesota","070802010701"
"Iowa","070802010702"
"Minnesota","070802010702"
"Iowa","070802010703"
"Minnesota","070802010703"
"Iowa","070802010801"
"Iowa","070802010802"
"Iowa","070802010803"
"Iowa","070802010901"
"Iowa","070802010902"
"Iowa","070802010903"
"Iowa","070802011001"
"Iowa","070802011002"
"Iowa","070802011003"
"Iowa","070802011004"
"Iowa","070802011005"
"Iowa","070802011101"
"Iowa","070802011102"
"Iowa","070802011103"
"Iowa","070802011201"
"Iowa","070802011202"
"Iowa","070802011203"
"Iowa","070802011204"
"Iowa","070802011205"
"Minnesota","070802020101"
"Minnesota","070802020102"
"Minnesota","070802020103"
"Minnesota","070802020104"
"Minnesota","070802020105"
"Iowa","070802020106"
"Minnesota","070802020106"
"Iowa","070802020107"
"Minnesota","070802020107"
"Iowa","070802020201"
"Iowa","070802020202"
"Iowa","070802020203"
"Iowa","070802020301"
"Iowa","070802020302"
"Iowa","070802020303"
"Iowa","070802020304"
"Iowa","070802020401"
"Iowa","070802020402"
"Iowa","070802020403"
"Iowa","070802020501"
"Iowa","070802020502"
"Iowa","070802020503"
"Iowa","070802020504"
"Iowa","070802020601"
"Iowa","070802020602"
"Iowa","070802020603"
"Iowa","070802020604"
"Iowa","070802020605"
"Iowa","070802020701"
"Iowa","070802020702"
"Iowa","070802020703"
"Iowa","070802020704"
"Iowa","070802020705"
"Minnesota","070802030101"
"Iowa","070802030102"
"Minnesota","070802030102"
"Iowa","070802030103"
"Iowa","070802030104"
"Iowa","070802030105"
"Iowa","070802030106"
"Iowa","070802030107"
"Iowa","070802030108"
"Iowa","070802030109"
"Iowa","070802030201"
"Iowa","070802030202"
"Iowa","070802030203"
"Iowa","070802030301"
"Iowa","070802030302"
"Iowa","070802030303"
"Iowa","070802030304"
"Iowa","070802030305"
"Iowa","070802030306"
"Iowa","070802030401"
"Iowa","070802030402"
"Iowa","070802040101"
"Iowa","070802040102"
"Iowa","070802040201"
"Iowa","070802040202"
"Iowa","070802040203"
"Iowa","070802040204"
"Iowa","070802040301"
"Iowa","070802040302"
"Iowa","070802040303"
"Iowa","070802040304"
"Iowa","070802040305"
"Iowa","070802040306"
"Iowa","070802040401"
"Iowa","070802040402"
"Iowa","070802040501"
"Iowa","070802040502"
"Iowa","070802040503"
"Iowa","070802040504"
"Iowa","070802040601"
"Iowa","070802040602"
"Iowa","070802040603"
"Iowa","070802040604"
"Iowa","070802040605"
"Iowa","070802040606"
"Iowa","070802040607"
"Iowa","070802050101"
"Iowa","070802050102"
"Iowa","070802050103"
"Iowa","070802050201"
"Iowa","070802050202"
"Iowa","070802050203"
"Iowa","070802050204"
"Iowa","070802050301"
"Iowa","070802050302"
"Iowa","070802050303"
"Iowa","070802050304"
"Iowa","070802050401"
"Iowa","070802050402"
"Iowa","070802050403"
"Iowa","070802050501"
"Iowa","070802050502"
"Iowa","070802050503"
"Iowa","070802050504"
"Iowa","070802050505"
"Iowa","070802050601"
"Iowa","070802050602"
"Iowa","070802050701"
"Iowa","070802050702"
"Iowa","070802050703"
"Iowa","070802050801"
"Iowa","070802050802"
"Iowa","070802050803"
"Iowa","070802050804"
"Iowa","070802050805"
"Iowa","070802050806"
"Iowa","070802050807"
"Iowa","070802050808"
"Iowa","070802050809"
"Iowa","070802050901"
"Iowa","070802050902"
"Iowa","070802050903"
"Iowa","070802050904"
"Iowa","070802050905"
"Iowa","070802050906"
"Iowa","070802050907"
"Iowa","070802051001"
"Iowa","070802051002"
"Iowa","070802051003"
"Iowa","070802051004"
"Iowa","070802051005"
"Iowa","070802051101"
"Iowa","070802051102"
"Iowa","070802051103"
"Iowa","070802051104"
"Iowa","070802051105"
"Iowa","070802051201"
"Iowa","070802051202"
"Iowa","070802051203"
"Iowa","070802051204"
"Iowa","070802051301"
"Iowa","070802051302"
"Iowa","070802051401"
"Iowa","070802051402"
"Iowa","070802051403"
"Iowa","070802051404"
"Iowa","070802051405"
"Iowa","070802051501"
"Iowa","070802051502"
"Iowa","070802051503"
"Iowa","070802051504"
"Iowa","070802051505"
"Iowa","070802051506"
"Iowa","070802051507"
"Iowa","070802060101"
"Iowa","070802060102"
"Iowa","070802060103"
"Iowa","070802060201"
"Iowa","070802060202"
"Iowa","070802060203"
"Iowa","070802060301"
"Iowa","070802060302"
"Iowa","070802060401"
"Iowa","070802060402"
"Iowa","070802060403"
"Iowa","070802060404"
"Iowa","070802060405"
"Iowa","070802060406"
"Iowa","070802060407"
"Iowa","070802060501"
"Iowa","070802060502"
"Iowa","070802060503"
"Iowa","070802060601"
"Iowa","070802060602"
"Iowa","070802060603"
"Iowa","070802060701"
"Iowa","070802060702"
"Iowa","070802060703"
"Iowa","070802060704"
"Iowa","070802060705"
"Iowa","070802060801"
"Iowa","070802060802"
"Iowa","070802060803"
"Iowa","070802060804"
"Iowa","070802060805"
"Iowa","070802060806"
"Iowa","070802060807"
"Iowa","070802070101"
"Iowa","070802070102"
"Iowa","070802070103"
"Iowa","070802070104"
"Iowa","070802070201"
"Iowa","070802070202"
"Iowa","070802070203"
"Iowa","070802070204"
"Iowa","070802070205"
"Iowa","070802070301"
"Iowa","070802070302"
"Iowa","070802070303"
"Iowa","070802070304"
"Iowa","070802070305"
"Iowa","070802070306"
"Iowa","070802070307"
"Iowa","070802070308"
"Iowa","070802070309"
"Iowa","070802070310"
"Iowa","070802070311"
"Iowa","070802070401"
"Iowa","070802070402"
"Iowa","070802070501"
"Iowa","070802070502"
"Iowa","070802070601"
"Iowa","070802070602"
"Iowa","070802070603"
"Iowa","070802070604"
"Iowa","070802070701"
"Iowa","070802070702"
"Iowa","070802070801"
"Iowa","070802070802"
"Iowa","070802070803"
"Iowa","070802070804"
"Iowa","070802070805"
"Iowa","070802070901"
"Iowa","070802070902"
"Iowa","070802070903"
"Iowa","070802070904"
"Iowa","070802070905"
"Iowa","070802080101"
"Iowa","070802080102"
"Iowa","070802080201"
"Iowa","070802080202"
"Iowa","070802080203"
"Iowa","070802080204"
"Iowa","070802080205"
"Iowa","070802080206"
"Iowa","070802080301"
"Iowa","070802080302"
"Iowa","070802080401"
"Iowa","070802080402"
"Iowa","070802080403"
"Iowa","070802080404"
"Iowa","070802080405"
"Iowa","070802080406"
"Iowa","070802080407"
"Iowa","070802080501"
"Iowa","070802080502"
"Iowa","070802080503"
"Iowa","070802080504"
"Iowa","070802080505"
"Iowa","070802080506"
"Iowa","070802080507"
"Iowa","070802080601"
"Iowa","070802080602"
"Iowa","070802080603"
"Iowa","070802080701"
"Iowa","070802080702"
"Iowa","070802080703"
"Iowa","070802080801"
"Iowa","070802080802"
"Iowa","070802080803"
"Iowa","070802080804"
"Iowa","070802080805"
"Iowa","070802080806"
"Iowa","070802080901"
"Iowa","070802080902"
"Iowa","070802080903"
"Iowa","070802080904"
"Iowa","070802081001"
"Iowa","070802081002"
"Iowa","070802081003"
"Iowa","070802081004"
"Iowa","070802081005"
"Iowa","070802081006"
"Iowa","070802081007"
"Iowa","070802081008"
"Iowa","070802081009"
"Iowa","070802090101"
"Iowa","070802090102"
"Iowa","070802090103"
"Iowa","070802090201"
"Iowa","070802090202"
