HUC12,Lake_Chla,Obs_HABs_Treat_Num,Obs_HABs_Treat_Risk,Obs_Deficiencies_n,Obs_AltSource,Obs_Cyano_ugl,Obs_DBP_Viol_n,Obs_Tot_Carbon_tt_n,Obs_turb_exceed_n,Obs_RTCR_mcl_n,Obs_HAB_DW_Risk,Obs_DW_Ops_Risk,Obs_Lake_Risk,Obs_DW_Viol_Risk,Pred_Cyan_ugl,Pred_DBP_freq,Pred_DWOps_Risk,Pred_Lake_Risk,Pred_HABDW_Risk,Est_HABDW_Risk,Est_DWOps_Risk,Est_Lake_Risk
20200070301,8.409725846,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.298261919,0,0.064408373,7.787048485,0.351235,0.217875447,0.507446351,0.353593695,0.206022856,0.331556668
20200070302,17.84375157,1,0.933333333,0,1,NA,0,0,0,0,NA,NA,0.499536547,0,0.074239697,8.300740548,0.372707421,0.506787104,0.67904311,0.484246709,0.212276215,0.555299429
20200070303,17.84375157,1,0.933333333,0,1,NA,0,0,0,0,NA,NA,0.499536547,0,0.074239697,8.300740548,0.372707421,0.506787104,0.67904311,0.484246709,0.212276215,0.555299429
20200070401,5.702810447,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197534097,0,0.053836701,8.546454457,0.346425023,0.206262867,0.469508445,0.290753043,0.206022856,0.219584677
20200070404,17.84375157,1,0.933333333,0,1,NA,0,0,0,0,NA,NA,0.499536547,0,0.074239697,8.300740548,0.372707421,0.506787104,0.67904311,0.484246709,0.212276215,0.555299429
20200070502,3.662028996,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.191547958,0,0.048300975,5.060724009,0.359643524,0.198134316,0.486129372,0.287018495,0.206022856,0.21293031
20200070503,3.821676969,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.189415832,0,0.057114821,5.613490676,0.415991753,0.19725117,0.511550135,0.285688334,0.206022856,0.210560176
20200070504,5.463461846,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198860859,0,0.069622336,9.823466667,0.347892394,0.209171165,0.474484866,0.291580764,0.206022856,0.221059544
20200070505,3.821676969,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.189415832,0,0.057114821,5.613490676,0.415991753,0.19725117,0.511550135,0.285688334,0.206022856,0.210560176
20200070602,3.455274157,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.190952188,0,0.052618671,5.746324009,0.349987538,0.197366419,0.48575296,0.286646814,0.206022856,0.212268035
20200080102,18.16344484,14,0.7,0,1,NA,2,0,0,0,NA,NA,0.599800273,0.003809524,0.093157947,8.256440548,0.338813733,0.563562283,0.685349354,0.606403898,0.285086317,0.666755518
20200080104,18.16344484,14,0.7,0,1,NA,2,0,0,0,NA,NA,0.599800273,0.003809524,0.093157947,8.256440548,0.338813733,0.563562283,0.685349354,0.606403898,0.285086317,0.666755518
20200080106,8.669361376,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.199221325,0,0.073617165,10.26237388,0.34348578,0.235038473,0.493916739,0.291805647,0.206022856,0.221460249
20200080305,4.829848027,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198230992,0,0.061538141,6.645622222,0.345136372,0.208476346,0.464500416,0.291187812,0.206022856,0.220359365
20200080306,4.829848027,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198230992,0,0.061538141,6.645622222,0.345136372,0.208476346,0.464500416,0.291187812,0.206022856,0.220359365
20200080401,5.499785461,13,0.666666667,0,1,NA,42,6,10,0,0.44587624,0.34113387,0.197445882,0.08,0.105682998,43.81273333,0.328996155,0.19724802,0.438499158,0.384641068,0.3111302,0.219486614
20200080403,4.628517615,4,0.916666667,0,1,NA,0,0,0,0,NA,NA,0.197115969,0,0.061126016,3.715463399,0.37465533,0.199784733,0.453080119,0.299735932,0.217391304,0.219119873
20200080406,7.541244465,NA,NA,NA,1,NA,0,0,0,0,NA,NA,0.198237435,0,0.073379264,5.717253247,0.370190137,0.201718461,0.482863219,0.305246492,0.223308024,0.220366528
20200080502,5.339590386,NA,NA,NA,1,NA,0,0,0,0,NA,NA,0.197827214,0,0.064023776,9.226892063,0.372597206,0.20433388,0.467847589,0.304990569,0.223308024,0.219910514
20200080503,6.776589919,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198777308,0,0.071139555,10.23058095,0.342205372,0.249477191,0.472847993,0.29152864,0.206022856,0.220966667
20200080504,4.80852923,NA,NA,NA,0,NA,0,0,1,0,0.300718404,0.195977775,0.196207558,0,0.063075123,5.492440171,0.250431037,0.196147022,0.418058047,0.180124392,0.070983667,0.218110057
20200080505,6.755838048,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198579747,0,0.067935712,7.785166667,0.340425271,0.21106902,0.469795511,0.291405388,0.206022856,0.220747052
20301010103,4.39086399,3,0.666666667,0,0,NA,0,0,1,0,0.300718404,0.195977775,0.194241672,0,0.053228416,6.600706838,0.23266485,0.194703182,0.326326763,0.236473617,0.14179329,0.215924721
20301010104,4.772703415,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197770509,0,0.063575929,7.779166667,0.337477111,0.245553968,0.462227381,0.290900532,0.206022856,0.21984748
20301010203,4.765378477,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196230285,0,0.05704262,7.14545873,0.353594391,0.203709717,0.465336296,0.289939639,0.206022856,0.218135322
20301010204,4.782752808,NA,NA,NA,1,NA,0,0,0,0,NA,NA,0.195711258,0,0.055187944,5.274488889,0.371805333,0.196482471,0.479058324,0.304176525,0.223930366,0.217558355
20301010205,4.826137525,NA,NA,NA,1,NA,0,0,0,0,NA,NA,0.195847632,0,0.067783719,4.864146732,0.372130017,0.196549534,0.469889439,0.30424297,0.223907449,0.217709953
20301010206,4.550874879,NA,NA,NA,1,NA,0,0,0,0,0.457007755,0.396950433,0.195183801,0,0.063661002,49.59137143,0.377058699,0.196426439,0.481266228,0.305322459,0.225744395,0.216972019
20301010302,4.480604229,NA,NA,NA,1,NA,0,0,0,0,0.457007755,0.396950433,0.195580911,0,0.073320453,52.0795381,0.378042451,0.196623737,0.480297867,0.305570203,0.225744395,0.217413459
20301010303,4.487857989,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.195808547,0,0.058347632,4.730340171,0.354928208,0.202119402,0.46656014,0.289676531,0.206022856,0.217666505
20301010304,4.739800009,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.194464125,0,0.046443803,5.282873504,0.358889728,0.203040026,0.469324987,0.288837792,0.206022856,0.216172007
20301010305,4.94576229,23,0.708974359,0,1,NA,0,0,0,0,0.405694764,0.330411204,0.196028096,0,0.090570339,30.2454,0.334969139,0.196114901,0.416296441,0.354965782,0.286150595,0.217910563
20301010306,4.875331247,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.19384027,0,0.049081815,6.30658779,0.355840108,0.20259721,0.46750794,0.28844859,0.206022856,0.21547851
20301010307,5.228851978,NA,NA,NA,1,NA,0,0,0,0,0.358203337,0.26899384,0.196238209,0,0.065216766,10.07095556,0.375753681,0.196746937,0.495000782,0.303999243,0.223308024,0.21814413
20301020101,4.188046424,21,0.95,0,0,NA,0,0,0,0,NA,NA,0.195133684,0,0.085935554,15.73485556,0.304094128,0.194967042,0.46201221,0.165407862,0.05370844,0.216916307
20301020102,4.188046424,21,0.95,0,0,NA,0,0,0,0,NA,NA,0.195133684,0,0.085935554,15.73485556,0.304094128,0.194967042,0.46201221,0.165407862,0.05370844,0.216916307
20301020202,4.188046424,21,0.95,0,0,NA,0,0,0,0,NA,NA,0.195133684,0,0.085935554,15.73485556,0.304094128,0.194967042,0.46201221,0.165407862,0.05370844,0.216916307
20301030102,4.190660296,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.194790227,0,0.054720959,4.921384615,0.356865756,0.201680888,0.470002432,0.289041236,0.206022856,0.216534511
20301030103,4.468642292,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.192859974,0,0.056191078,5.839273504,0.367035967,0.200058015,0.482129734,0.287837017,0.206022856,0.214388785
20301030201,4.853417678,NA,NA,NA,0.333333333,NA,0,0,1,0,0.307253739,0.203738374,0.19576627,0,0.066364402,6.979863399,0.260085975,0.196342604,0.427468117,0.221440147,0.122134562,0.217619508
20301030202,4.970365506,NA,NA,NA,0,NA,0,0,1,0,0.307253739,0.203738374,0.195363427,0,0.053987936,8.744788889,0.242737866,0.196045012,0.421495887,0.179597768,0.070983667,0.217171697
20301030204,4.982821951,NA,NA,NA,0,NA,0,0,0,0,0.313789074,0.211498973,0.19462268,0,0.049849445,7.502519841,0.25560748,0.195669776,0.421555266,0.178218192,0.069855339,0.216348261
20301030205,5.190921833,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197904908,0,0.0646278,9.51945873,0.348460533,0.205132697,0.466057911,0.290984379,0.206022856,0.219996881
20301030301,4.975550658,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197495063,0,0.061562151,5.757125397,0.349337423,0.206104505,0.463397733,0.290728691,0.206022856,0.219541285
20301030302,5.357466746,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197469452,0,0.064990183,11.23536239,0.349573802,0.204889038,0.468401943,0.290712713,0.206022856,0.219512815
20301030401,4.140085882,11,0.76,3,1,NA,6,0,0,0,0.433419126,0.364092312,0.195465646,0.005714286,0.097357928,32.39874444,0.361943611,0.195311622,0.431506031,0.371671517,0.30563791,0.217285326
20301030404,5.354075833,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196485684,0,0.064660183,9.480295726,0.350337078,0.203278204,0.465412425,0.290098974,0.206022856,0.21841923
20301030502,4.825242674,NA,NA,NA,0,0.07,20,0,3,0,0.336541731,0.222571164,0.19576841,0.019047619,0.099374707,27.36933333,0.243797587,0.198885941,0.424712794,0.193101115,0.082313966,0.217621887
20301030901,5.130533109,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.19742317,0,0.063662315,10.46967778,0.352801904,0.204505903,0.467358135,0.290683839,0.206022856,0.219461367
20301030902,15.15522926,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.299414166,0,0.079885108,11.17863971,0.352680145,0.337473998,0.568016904,0.354312543,0.206022856,0.33283754
20301030903,15.15522926,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.299414166,0,0.079885108,11.17863971,0.352680145,0.337473998,0.568016904,0.354312543,0.206022856,0.33283754
20301030905,15.15522926,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.299414166,0,0.079885108,11.17863971,0.352680145,0.337473998,0.568016904,0.354312543,0.206022856,0.33283754
20301040301,8.82355234,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198890445,0,0.083734326,11.52080638,0.35080114,0.233545792,0.503969192,0.291599222,0.206022856,0.221092433
20301040302,8.82355234,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198890445,0,0.083734326,11.52080638,0.35080114,0.233545792,0.503969192,0.291599222,0.206022856,0.221092433
20301050101,4.259799757,3,0.92,3,1,NA,0,0,0,0,0.456865207,0.398111688,0.194727613,0,0.059355846,7.597093557,0.398358649,0.194628702,0.457630971,0.308750336,0.230310196,0.216464907
20301050201,4.259799757,3,0.92,3,1,NA,0,0,0,0,0.456865207,0.398111688,0.194727613,0,0.059355846,7.597093557,0.398358649,0.194628702,0.457630971,0.308750336,0.230310196,0.216464907
20301050204,4.975550658,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197495063,0,0.061562151,5.757125397,0.349337423,0.206104505,0.463397733,0.290728691,0.206022856,0.219541285
20401010101,8.134743817,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.199071791,0,0.059655156,13.57223333,0.349915162,0.277115761,0.517441067,0.291712357,0.206022856,0.221294022
20401010207,4.274937037,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.183269726,0,0.049198456,6.818906838,0.387092439,0.196474625,0.502688403,0.281853988,0.206022856,0.203727985
20401010301,4.274937037,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.183269726,0,0.049198456,6.818906838,0.387092439,0.196474625,0.502688403,0.281853988,0.206022856,0.203727985
20401010304,4.274937037,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.183269726,0,0.049198456,6.818906838,0.387092439,0.196474625,0.502688403,0.281853988,0.206022856,0.203727985
20401010305,4.274937037,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.183269726,0,0.049198456,6.818906838,0.387092439,0.196474625,0.502688403,0.281853988,0.206022856,0.203727985
20401020101,3.522120252,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198622519,0,0.05860688,6.948306061,0.346523982,0.205860776,0.483004724,0.291432072,0.206022856,0.220794598
20401020103,3.522120252,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198622519,0,0.05860688,6.948306061,0.346523982,0.205860776,0.483004724,0.291432072,0.206022856,0.220794598
20401020405,4.215423175,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.184257616,0,0.048568592,6.244707343,0.431670588,0.195129059,0.535325801,0.282470299,0.206022856,0.204826153
20401020501,4.215423175,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.184257616,0,0.048568592,6.244707343,0.431670588,0.195129059,0.535325801,0.282470299,0.206022856,0.204826153
20401020502,4.215423175,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.184257616,0,0.048568592,6.244707343,0.431670588,0.195129059,0.535325801,0.282470299,0.206022856,0.204826153
20401030301,3.997589141,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.19714861,0,0.062036085,4.902290676,0.348671161,0.203164371,0.469360885,0.290512551,0.206022856,0.219156158
20401030402,6.715991693,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198243245,0,0.062580232,7.048380952,0.345909515,0.210099298,0.472208576,0.291195456,0.206022856,0.220372986
20401030505,8.241818878,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198667783,0,0.067085985,8.061040548,0.344416467,0.260406477,0.475961235,0.291460311,0.206022856,0.220844915
20401040104,5.38321445,4,0.933333333,0,0,NA,0,0,0,0,NA,NA,0.197633922,0,0.059082522,9.059257395,0.250541162,0.198352079,0.429884655,0.173150898,0.061312896,0.219695646
20401040106,5.38321445,4,0.933333333,0,0,NA,0,0,0,0,NA,NA,0.197633922,0,0.059082522,9.059257395,0.250541162,0.198352079,0.429884655,0.173150898,0.061312896,0.219695646
20401040202,4.458067001,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198466029,0,0.066813163,6.533662393,0.347745197,0.204482575,0.469384756,0.291334443,0.206022856,0.220620639
20401040303,3.58220501,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.192614022,0,0.04704765,5.490857343,0.382350632,0.198612813,0.506558244,0.287683576,0.206022856,0.214115377
20401040305,4.271484717,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.195638733,0,0.059100196,5.649757343,0.349329725,0.201368734,0.468454166,0.28957059,0.206022856,0.217477734
20401040307,4.458067001,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198466029,0,0.066813163,6.533662393,0.347745197,0.204482575,0.469384756,0.291334443,0.206022856,0.220620639
20401040308,4.716377037,5,0.333333333,0,0,NA,0,0,2,0,0.240557853,0.114748158,0.197405508,0,0.06895849,6.512452214,0.154037284,0.20226256,0.290236784,0.322546995,0.245223409,0.219441733
20401040505,4.716377037,5,0.333333333,0,0,NA,0,0,2,0,0.240557853,0.114748158,0.197405508,0,0.06895849,6.512452214,0.154037284,0.20226256,0.290236784,0.322546995,0.245223409,0.219441733
20401040905,7.117994473,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198800775,0,0.068484888,10.33143095,0.340962693,0.21968702,0.471939904,0.29154328,0.206022856,0.220992753
20401041004,3.975290648,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198878631,0,0.069790225,10.51957273,0.338442638,0.258751701,0.474591354,0.291591852,0.206022856,0.2210793
20401050501,4.259799757,3,0.92,3,1,NA,0,0,0,0,0.456865207,0.398111688,0.194727613,0,0.059355846,7.597093557,0.398358649,0.194628702,0.457630971,0.308750336,0.230310196,0.216464907
20401050502,4.259799757,3,0.92,3,1,NA,0,0,0,0,0.456865207,0.398111688,0.194727613,0,0.059355846,7.597093557,0.398358649,0.194628702,0.457630971,0.308750336,0.230310196,0.216464907
20401050907,18.97893743,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.499077298,0,0.079475674,8.365298443,0.345405661,0.443008805,0.662371508,0.47887556,0.206022856,0.554788914
20401050909,18.97893743,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.499077298,0,0.079475674,8.365298443,0.345405661,0.443008805,0.662371508,0.47887556,0.206022856,0.554788914
20401060201,6.443869207,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.199573671,0,0.072398033,11.02638095,0.339367101,0.234401314,0.478557741,0.292025464,0.206022856,0.221851927
20401060305,5.822139964,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198586166,0,0.068763823,10.2678754,0.345630596,0.20909158,0.469577217,0.291409393,0.206022856,0.220754188
20401060306,6.98568141,NA,NA,NA,1,NA,0,0,0,0,NA,NA,0.198497492,0,0.071650888,7.240914286,0.36838281,0.201601328,0.472877773,0.305408733,0.223308024,0.220655615
20401060307,5.822139964,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198586166,0,0.068763823,10.2678754,0.345630596,0.20909158,0.469577217,0.291409393,0.206022856,0.220754188
20401060308,5.280179476,1,0.866666667,0,1,NA,0,0,0,0,NA,NA,0.197712,0,0.065913893,9.018262393,0.359212009,0.197694043,0.442000299,0.312585093,0.232736573,0.219782439
20401060310,5.762835141,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198682247,0,0.07121934,10.64358095,0.339940492,0.256943827,0.470018708,0.291469335,0.206022856,0.220860994
20401060403,4.432581743,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.195582611,0,0.056878427,4.620257343,0.349793828,0.201971327,0.464813868,0.289535577,0.206022856,0.217415348
20401060502,3.975290648,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198878631,0,0.069790225,10.51957273,0.338442638,0.258751701,0.474591354,0.291591852,0.206022856,0.2210793
20401060804,14.14567971,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.398317103,0,0.075728336,9.684892929,0.355818044,0.432067054,0.676051969,0.416014711,0.206022856,0.442780936
20402020603,12.14635806,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.298820078,0,0.07128882,10.21377305,0.353832786,0.321285108,0.557498543,0.353941912,0.206022856,0.332177135
20402020605,12.14635806,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.298820078,0,0.07128882,10.21377305,0.353832786,0.321285108,0.557498543,0.353941912,0.206022856,0.332177135
20402030101,5.977602126,NA,NA,NA,1,NA,0,0,0,0,NA,NA,0.198235429,0,0.069803134,7.682265568,0.368073399,0.19914362,0.470407638,0.30524524,0.223308024,0.220364298
20402030201,5.414732106,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198091888,0,0.066996346,7.702811111,0.344445218,0.207404402,0.464533117,0.29110103,0.206022856,0.220204734
20402030202,4.675698456,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197570307,0,0.060325747,5.974155556,0.345763445,0.206833884,0.462866733,0.290775633,0.206022856,0.219624929
20402030203,5.507704133,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198154083,0,0.068588902,8.755811111,0.343955042,0.20779194,0.462621015,0.291139831,0.206022856,0.220273871
20402030204,5.901216484,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196966774,0,0.066181832,9.370636508,0.348474247,0.207113453,0.465767117,0.290399109,0.206022856,0.218954024
20402030207,5.515098761,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196130786,0,0.062934617,10.57159206,0.349849766,0.205443076,0.464951777,0.289877565,0.206022856,0.218024715
20402030305,4.212383229,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198128695,0,0.066077053,8.4018,0.337135038,0.246211853,0.466022216,0.291123992,0.206022856,0.220245649
20402030306,13.34982988,2,0.933333333,2,1,NA,0,0,0,0,0.682758773,0.387607199,0.398357036,0.2,0.076575382,9.521505628,0.388017434,0.394385527,0.665458969,0.459290177,0.213178878,0.442825327
20402030307,13.34982988,2,0.933333333,2,1,NA,0,0,0,0,0.682758773,0.387607199,0.398357036,0.2,0.076575382,9.521505628,0.388017434,0.394385527,0.665458969,0.459290177,0.213178878,0.442825327
20402030502,8.583073338,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198423347,0,0.071009394,7.294429437,0.344808506,0.224391169,0.471796712,0.291307816,0.206022856,0.220573193
20402030503,8.583073338,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198423347,0,0.071009394,7.294429437,0.344808506,0.224391169,0.471796712,0.291307816,0.206022856,0.220573193
20402030603,8.781106554,NA,NA,NA,1,NA,0,0,0,0,0.682758773,0.387607199,0.298242865,0.1,0.070591223,9.719648485,0.381655964,0.247706044,0.51792307,0.405068422,0.223308024,0.331535488
20402030608,6.002904267,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198785967,0,0.058272505,10.62253333,0.341369912,0.255283088,0.473859661,0.291534042,0.206022856,0.220976292
20402030611,6.002904267,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198785967,0,0.058272505,10.62253333,0.341369912,0.255283088,0.473859661,0.291534042,0.206022856,0.220976292
20402050105,12.14635806,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.298820078,0,0.07128882,10.21377305,0.353832786,0.321285108,0.557498543,0.353941912,0.206022856,0.332177135
20402050202,10.05232039,0,1,0,1,NA,1,0,0,0,NA,NA,0.297561182,0.026904762,0.073163037,7.466239713,0.37446689,0.316527803,0.579332941,0.346485637,0.191815857,0.330777709
20403010104,14.05271065,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.398980568,0,0.068305615,8.920920665,0.352932502,0.361426418,0.646278906,0.416428625,0.206022856,0.443518463
20501010101,6.532361883,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197514553,0,0.057810212,9.308066667,0.349367237,0.216460793,0.487494465,0.29074085,0.206022856,0.219562951
20501010102,6.532361883,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197514553,0,0.057810212,9.308066667,0.349367237,0.216460793,0.487494465,0.29074085,0.206022856,0.219562951
20501010103,6.532361883,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197514553,0,0.057810212,9.308066667,0.349367237,0.216460793,0.487494465,0.29074085,0.206022856,0.219562951
20501010304,5.161932624,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197727253,0,0.05647877,8.003311111,0.340583597,0.208219636,0.465877157,0.290873547,0.206022856,0.219799395
20501010401,8.134743817,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.199071791,0,0.059655156,13.57223333,0.349915162,0.277115761,0.517441067,0.291712357,0.206022856,0.221294022
20501010503,4.899055002,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197510046,0,0.043801487,5.838894949,0.34530844,0.205928019,0.476317712,0.290738038,0.206022856,0.219557941
20501010601,6.532361883,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197514553,0,0.057810212,9.308066667,0.349367237,0.216460793,0.487494465,0.29074085,0.206022856,0.219562951
20501010603,4.977273242,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.187680062,0,0.038960015,7.307522222,0.375572632,0.20416527,0.496373885,0.284605447,0.206022856,0.208630644
20501010604,4.718091801,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.186040981,0,0.041028863,7.836155556,0.378373446,0.206937248,0.500031403,0.283582879,0.206022856,0.206808593
20501010605,5.997465461,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.198123031,0,0.050492051,8.080503175,0.34375198,0.210005385,0.473858228,0.291120459,0.206022856,0.220239353
20501010606,6.41523188,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.19832092,0,0.050728855,9.051277778,0.346924874,0.210329206,0.482534878,0.291243915,0.206022856,0.220459332
20501010909,4.98037455,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196807263,0,0.052189201,8.703088889,0.35062049,0.229660504,0.497226148,0.290299596,0.206022856,0.218776707
20501011203,4.98037455,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196807263,0,0.052189201,8.703088889,0.35062049,0.229660504,0.497226148,0.290299596,0.206022856,0.218776707
20501011303,5.010116041,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196651145,0,0.058379939,7.161242063,0.348189946,0.204602689,0.467057734,0.290202199,0.206022856,0.218603161
20501011305,5.010116041,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196651145,0,0.058379939,7.161242063,0.348189946,0.204602689,0.467057734,0.290202199,0.206022856,0.218603161
20501011310,6.196139353,16,0.6,1,1,NA,0,0,0,0,0.390312041,0.30770776,0.198770549,0,0.080049176,1.688733333,0.308427246,0.200857,0.39536759,0.383588561,0.319248225,0.220959153
20501020607,6.13163168,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.199463473,0,0.062338813,11.10086984,0.342828691,0.284114061,0.485490476,0.291956714,0.206022856,0.221729427
20501020803,4.98037455,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196807263,0,0.052189201,8.703088889,0.35062049,0.229660504,0.497226148,0.290299596,0.206022856,0.218776707
20501040403,12.19862216,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.33110651,0,0.072826037,9.311070707,0.354613573,0.344374504,0.58850356,0.374084315,0.206022856,0.368067676
20501040404,10.85131204,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.297489195,0,0.071147784,9.126070707,0.353810323,0.326453064,0.580000406,0.353111619,0.206022856,0.330697686
20501050503,8.085098655,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197710135,0,0.059671076,7.804351659,0.346224826,0.227022615,0.467207648,0.290862867,0.206022856,0.219780366
20501050508,8.085098655,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197710135,0,0.059671076,7.804351659,0.346224826,0.227022615,0.467207648,0.290862867,0.206022856,0.219780366
20501060602,6.196139353,16,0.6,1,1,NA,0,0,0,0,0.390312041,0.30770776,0.198770549,0,0.080049176,1.688733333,0.308427246,0.200857,0.39536759,0.383588561,0.319248225,0.220959153
20501060803,6.196139353,16,0.6,1,1,NA,0,0,0,0,0.390312041,0.30770776,0.198770549,0,0.080049176,1.688733333,0.308427246,0.200857,0.39536759,0.383588561,0.319248225,0.220959153
20501061002,3.969963978,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.196891202,0,0.058839055,5.878101787,0.362522992,0.202260323,0.485036353,0.290351963,0.206022856,0.218870016
20501061102,5.541778691,8,0.8,0,1,NA,0,0,0,0,0.422741293,0.351129363,0.197429924,0,0.093574321,5.767825397,0.352149621,0.198323211,0.424418857,0.329045539,0.253196931,0.219468875
20501061407,5.541778691,8,0.8,0,1,NA,0,0,0,0,0.422741293,0.351129363,0.197429924,0,0.093574321,5.767825397,0.352149621,0.198323211,0.424418857,0.329045539,0.253196931,0.219468875
20501061408,5.541778691,8,0.8,0,1,NA,0,0,0,0,0.422741293,0.351129363,0.197429924,0,0.093574321,5.767825397,0.352149621,0.198323211,0.424418857,0.329045539,0.253196931,0.219468875
20501070103,3.98377656,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.197019906,0,0.058956044,5.484690676,0.351174965,0.202764321,0.472626831,0.290432257,0.206022856,0.219013087
